word,phonetic,definition,translation,pos,collins,oxford,tag,bnc,frq,exchange,detail,audio
tune,tju:n,n. a succession of notes forming a distinctive sequence\nn. the property of producing accurately a note of a given pitch\nn. the adjustment of a radio receiver or other circuit to a required frequency\nv. adjust for (better) functioning,"n. 歌曲, 主旋律, 心情, 声调, 和谐, 一致, 语调, 程度\nvt. 为...调音, 调整, 调谐, 使一致\nvi. 协调, 调谐",,3,1,gk cet4 cet6 ky toefl ielts,3770,3646,s:tunes/d:tuned/i:tuning/p:tuned/3:tunes,,
tunnel,'tʌnl,"n. a passageway through or under something, usually underground (especially one for trains or cars)\nv. force a way through","n. 隧道, 地下道\nvi. 挖隧道\nvt. 掘隧道于",,3,1,cet4 cet6 ky toefl ielts,2770,3355,s:tunnels/d:tunnelled/p:tunnelled/i:tunnelling/3:tunnels,,
tunnels,ˈtʌnəlz,"n a passageway through or under something, usually underground (especially one for trains or cars)\nn a hole made by an animal, usually for shelter\nv move through by or as by digging\nv force a way through","n. 隧道, 地道( tunnel的名词复数 ); （动物栖息的）穴",,,,ielts,0,0,1:s3/0:tunnel,,
turbulent,'tә:bjulәnt,s characterized by unrest or disorder or insubordination\ns (of a liquid) agitated vigorously; in a state of turbulence,"a. 狂暴的, 骚乱的, 紊乱的",,1,,cet4 cet6 ky toefl ielts gre,8716,9806,,,
turf,tә:f,n. surface layer of ground containing a mat of grass and grass roots\nn. the territory claimed by a juvenile gang as its own\nn. range of jurisdiction or influence\nv. cover (the ground) with a surface layer of grass or grass roots,"n. 草皮, 泥炭, 跑马场\nvt. 覆草皮于",,1,,ielts,7955,6610,d:turfed/s:turfs/i:turfing/p:turfed/3:turfs,,
turmoil,'tә:mɒil,n a violent disturbance\nn violent agitation\nn disturbance usually in protest,"n. 骚动, 混乱",,2,,cet6 toefl ielts gre,7668,6502,s:turmoils/p:turmoiled,,
turning,'tә:niŋ,n. act of changing in practice or custom\nn. a shaving created when something is produced by turning it on a lathe\nn. a movement in a new direction\nn. the end-product created by shaping something on a lathe,"n. 旋转, 转弯处, 车削工作\n[化] 车削",,1,,cet4 cet6 ielts,6345,6215,0:turn/1:i/i:turning/s:turnings,,
turnover,'tә:n.әuvә,n. a dish made by folding a piece of pastry over a filling,"n. 翻倒, 翻转, 半圆酥饼, 营业额, 流通, 周转\na. 可翻转的",,2,,cet6 ky ielts,2796,6125,s:turnovers,,
tutor,'tju:tә,v. be a tutor to someone; give individual instruction\nv. act as a guardian to someone,"n. 家庭教师, 导师, 助教, 监护人\nvt. 当...的教师, 教, 指导, 约束, 克制\nvi. 当家庭教师, 受家庭教师的指导",,2,,gk cet4 cet6 ky toefl ielts gre,3839,9093,s:tutors/i:tutoring/p:tutored/3:tutors/d:tutored,,
tutorial,tju:'tɒ:riәl,n. a session of intensive tuition given by a tutor to an individual or to a small number of students\na. of or relating to tutors or tutoring,"n. 个别指导, 论文, 学习指南, 指导手册\na. 个别指导的, 家庭教师的, 辅导的\n[计] 教程",,1,,toefl ielts,8172,15959,s:tutorials,,
TV,'ti:'vi:,n broadcasting visual images of stationary or moving objects\nn an electronic device that receives television signals and displays them on a screen,"电视\n[计] 电视, 转移向量",,4,1,zk gk ky ielts,1457,730,,,
tweezers,'twi:zәz,n a hand tool for holding consisting of a compound lever for grasping,n. 镊子,,,,ielts,25268,20520,s:tweezers/0:tweezers/1:s,,
twig,twig,v. branch out in a twiglike manner,"n. 小枝, 细枝\nv. 懂得, 了解",,1,,toefl ielts gre,8838,9522,s:twigs/p:twigged/d:twigged/i:twigging/3:twigs,,
twilight,'twailait,n. the time of day immediately following sunset\nn. the diffused light from the sky when the sun is below the horizon but its rays are refracted by the atmosphere of the earth\nn. a condition of decline following successes,"n. 暮光, 曙光, 黎明, 黄昏, 微光, 朦胧状态\na. 微明的",,1,,cet6 ielts,9876,6896,s:twilights,,
twinkle,'twiŋkl,n. a rapid change in brightness; a brief spark or flash\nv. emit or reflect light in a flickering manner,"n. 闪烁, 闪耀, 瞬息\nvi. 闪烁\nvt. 使闪耀",,1,,cet4 cet6 ky ielts,12893,12769,p:twinkled/i:twinkling/3:twinkles/d:twinkled/s:twinkles,,
twist,twist,n. a jerky pulling movement\nn. social dancing in which couples vigorously twist their hips and arms in time to the music; was popular in the 1960s\nn. turning or twisting around (in place)\nv. turn in the opposite direction,"n. 一扭, 扭曲, 曲折, 歪曲, 螺旋状, 新手法\nvt. 拧, 扭, 捻, 编织, 使扭转, 缠绕, 盘绕, 歪曲, 使转动, 使苦恼, 使混乱, 使旋转\nvi. 转向, 弯曲, 缠绕, 扭动, 呈螺旋形",,3,1,gk cet4 cet6 ky toefl ielts,3673,3759,p:twisted/i:twisting/d:twisted/s:twists/3:twists,,
type,taip,n. a subdivision of a particular kind of thing\nn. (biology) the taxonomic group whose characteristics are used to define the next higher taxon\nn. printed characters\nn. all of the tokens of the same symbol,"n. 类型, 样式, 典型, 榜样, 标志, 符号, 型, 式\nvi. 打字\nvt. 作为代表, 测定类型, 用打字机打\n[计] 类型; 键入; DOS内部命令:在屏幕上显示指定文件的内容",,4,1,gk cet4 cet6 ky ielts,356,590,s:types/d:typed/i:typing/p:typed/3:types,,
types,,n a subdivision of a particular kind of thing\nn a person of a specified kind (usually with many eccentricities)\nn (biology) the taxonomic group whose characteristics are used to define the next higher taxon\nn printed characters\nn all of the tokens of the same symbol\nn a small metal block bearing a raised character on one end; produces a printed character when inked and pressed on paper\nv write by means of a keyboard with types\nv identify as belonging to a certain type,v. 打字（type的第三人称单数形式）,,,,ielts,0,0,1:s3/0:type,,
typhoon,tai'fu:n,n. a tropical cyclone occurring in the western Pacific or Indian oceans,n. 台风,,1,,gk cet4 cet6 ky ielts gre,25972,21835,s:typhoons,,
typical,'tipikl,a. exhibiting the qualities or characteristics that identify a group or kind or category\ns. conforming to a type,"a. 典型的, 象征性的\n[医] 典型的",,3,1,gk cet4 cet6 ky toefl ielts,1850,1835,,,
tyrannical,tai'rænikl,s marked by unjust severity or arbitrary behavior\ns characteristic of an absolute ruler or absolute rule; having absolute sovereignty,"a. 暴虐的, 暴君的, 残暴的",,,,toefl ielts,22145,19452,,,
tyre,'taiә,n a port in southern Lebanon on the Mediterranean Sea; formerly a major Phoenician seaport famous for silks\nn hoop that covers a wheel,n. 轮胎\nvt. 装轮胎于,,2,1,gk cet4 cet6 ielts,4491,0,s:tyres,,
ugly,'ʌgli,a. displeasing to the senses,"a. 丑陋的, 邪恶的, 险恶的, 不祥的\nn. 丑陋的人(或物)",,2,1,zk gk cet4 cet6 ky ielts gre,4485,3262,t:ugliest/r:uglier/s:uglies,,
ultimately,'ʌltimәtli,r. as the end result of a succession or process,"adv. 最后, 最终\n[法] 最后, 终究, 总之",,3,1,cet4 cet6 ielts,2786,1774,,,
ultimatum,.ʌlti'meitәm,n. a final peremptory demand,"n. 最后通牒, 基本原理\n[法] 最后通牒, 哀的美敦书, 最后结论",,1,,toefl ielts,15205,14001,s:ultimatums,,
ultraviolet,.ʌltrә'vaiәlit,n. radiation lying in the ultraviolet range; wave lengths shorter than light but longer than X rays\ns. having or employing wavelengths shorter than light but longer than X-rays; lying outside the visible spectrum at its violet end,a. 紫外线的\n[化] 紫外线的; 紫外线,,1,,cet6 ky toefl ielts,17084,9521,,,
unanimous,ju:'nænimәs,s in complete agreement\ns acting together as a single undiversified whole,"a. 意见一致的, 无异议的",,2,,cet6 ky toefl ielts gre,8721,8826,,,
uncomfortable,.ʌn'kʌmfәtәbl,a. conducive to or feeling mental discomfort\na. providing or experiencing physical discomfort,"a. 不舒服的, 不自在的, 不安的",,2,1,gk cet4 cet6 ielts,4465,3640,,,
unconditional,.ʌnkәn'diʃәnl,a. not conditional\ns. not contingent; not determined or influenced by someone or something else,"a. 无条件的, 无限制的, 绝对的\n[经] 无条件的, 无保留的",,2,,gk ielts,10278,11570,,,
unconscious,.ʌn'kɒnʃәs,a. not conscious; lacking awareness and the capacity for sensory perception as if asleep or dead\ns. without conscious volition\ns. (followed by `of') not knowing or perceiving,"a. 未意识到的, 无意识的, 无知觉的\n[医] 人事不省的, 神志丧失的; 无意识的",,2,1,gk cet4 cet6 toefl ielts gre,5026,5668,,,
unconvincing,ʌnkәn'vinsiŋ,a. not convincing,a. 不足以令人相信的,,1,,toefl ielts,14116,23430,,,
underestimate,.ʌndәr'estimeit,n. an estimation that is too low; an estimate that is less than the true or actual value\nv. make too low an estimate of,"n. 低估\nvt. 低估, 看轻",,2,,cet6 ky toefl ielts,6426,6410,d:underestimated/i:underestimating/p:underestimated/3:underestimates/s:underestimates,,
undergo,.ʌndә'gәu,v. pass through,"vt. 遭受, 经历, 忍受\n[法] 经受, 经历, 忍受",,2,,cet4 cet6 ky toefl ielts,3059,3141,i:undergoing/d:undergone/p:underwent/3:undergoes,,
undergraduate,.ʌndә'grædjuit,n. a university student who has not yet received a first degree,"n. 大学本科生, 大学肄业生\na. 大学生的",,1,,cet4 cet6 ky toefl ielts,6208,4751,s:undergraduates,,
underground,'ʌndәgraund,n. a secret group organized to overthrow a government or occupation force\nr. in or into hiding or secret operation\nr. beneath the surface of the earth,"n. 地下, 地铁, 地道, 秘密活动\na. 地下的, 秘密的\nadv. 在地下, 秘密地",,3,1,zk gk toefl ielts,5281,5341,i:undergrounding,,
underline,'ʌndәlain,v. draw a line or lines underneath to call attention to,"vt. 在...下面划线, 作...的衬里, 强调\nn. 下划线, 图下说明文字\n[计] 加下划线; 下划线",,2,,gk cet4 cet6 ky ielts,4685,9691,d:underlined/3:underlines/p:underlined/i:underlining,,
underlying,.ʌndә'laiiŋ,s. located beneath or below,"a. 在下面的\n[经] 优先的, 基础的, 放在下面的",,2,,cet6 ky toefl ielts gre,3334,4265,i:underlying/0:underlying/1:i,,
undermine,.ʌndә'main,v destroy property or hinder normal operations\nv hollow out as if making a cave or opening,"vt. 在...下面挖, 渐渐破坏, 暗地里破坏\n[法] 暗中破坏, 以阴谋中伤伤害",,3,,cet6 ky toefl ielts gre,3409,3697,d:undermined/i:undermining/3:undermines/p:undermined,,
underneath,.ʌndә'ni:θ,r. on the lower or downward side; on the underside of\nr. under or below an object or a surface; at a lower place or level; directly beneath,adv. 在下面\nprep. 在...的下面,,2,1,cet4 cet6 ky toefl ielts,5554,5730,,,
understanding,.ʌndә'stændiŋ,n. the cognitive condition of someone who understands\ns. characterized by understanding based on comprehension and discernment and empathy,"n. 理解, 谅解\n[法] 协商, 协议, 谅解",,3,1,gk cet4 cet6 ky ielts,1260,1298,0:understand/1:i/i:understanding/s:understandings,,
undertake,.ʌndә'teik,v. enter upon an activity or enterprise\nv. accept as a challenge\nv. promise to do or accomplish\nv. accept as a charge,"vt. 试图, 从事, 保证, 承担, 同意, 接受\n[化] 承包; 承担",,2,,gk cet4 cet6 ky toefl ielts,1604,4035,d:undertaken/p:undertook/i:undertaking/3:undertakes,,
underwrite,'ʌndәrait,v. guarantee financial support of,"vt. 签名于下, 给...保险\nvi. 经营保险业",,2,,ielts gre,19998,12615,3:underwrites/i:underwriting/p:underwrote/d:underwritten,,
undo,.ʌn'du:,"v. cancel, annul, or reverse an action or its effect\nv. cause the ruin or downfall of","vt. 解开, 取消, 破坏, 毁灭, 扰乱\nvi. 松开\n[计] 撤消",,1,1,gk cet4 cet6 ky toefl ielts,6417,6632,d:undone/p:undid/i:undoing/3:undoes,,
undoubtedly,ʌn'dajtidli,r. without doubt; certainly,"adv. 无疑, 必定, 确实地",,,,cet4 cet6 ky toefl ielts,3117,5545,,,
undue,.ʌn'dju:,a. not yet payable\na. not appropriate or proper (or even legal) in the circumstances\ns. lacking justification or authorization,"a. 不适当的, 过度的, 未到期的\n[经] 未到(支付)期的",,1,,ielts,8581,12602,,,
uneasy,.ʌn'i:zi,a. lacking a sense of security or affording no ease or reassurance\ns. relating to bodily unease that causes discomfort,"a. 心神不安的, 不自在的, 不稳定的, 不舒服的",,2,,cet4 cet6 ky ielts,5589,6528,,,
unemployment,.ʌnim'plɒimәnt,n. the state of being unemployed or not having a job,"n. 失业, 失业人数\n[经] 失业",,1,1,gk cet6 ky ielts,1495,3492,,,
uneven,.ʌn'i:vәn,a. not even or uniform as e.g. in shape or texture\ns. variable and recurring at irregular intervals,"a. 不平坦的, 不均等的, 奇数的",,1,,ielts,7005,8088,,,
unfair,.ʌn'fєә,a. not fair; marked by injustice or partiality or deception,"a. 不公平的, 不正直的, 不正当的\n[法] 不正直的, 不公平的, 偏颇的",,3,1,gk cet4 cet6 toefl ielts,3625,4493,t:unfairest,,
unfold,.ʌn'fәuld,v. open to the view\nv. extend or stretch out to a greater or the full length\nv. spread out or open from a closed or folded state,"vt. 展开, 打开, 披露, 开展, 挑明\nvi. 伸展, 开花, 呈现",,2,,gk cet6 ky toefl ielts gre,7574,4541,3:unfolds/p:unfolded/i:unfolding/d:unfolded,,
ungainly,.ʌn'geinli,s lacking grace in movement or posture\ns difficult to handle or manage especially because of shape,"a. 难看的, 不优雅的, 粗陋的",,,,ielts gre,20465,20371,t:ungainliest,,
unhealthy,.ʌn'helθi,a. not in or exhibiting good health in body or mind\ns. not conducive to good health,a. 不健康的,,1,,gk ielts,11127,9533,,,
uniform,'ju:nifɒ:m,n. clothing of distinctive design worn by members of a particular group as a means of identification\nv. provide with uniforms\na. always the same; showing a single form or character in all occurrences\ns. evenly spaced,"n. 制服\na. 统一的, 一律的, 始终如一的",,3,1,gk cet4 cet6 ky toefl ielts gre,3504,3043,s:uniforms/i:uniforming/p:uniformed/3:uniforms/d:uniformed,,
unify,'ju:nifai,v. become one,"v. 统一, 使成一体",,2,,cet6 ky toefl ielts gre,10032,8008,d:unified/i:unifying/p:unified/3:unifies,,
unilateral,.ju:ni'lætәrәl,a. involving only one part or side\ns. tracing descent from either the paternal or the maternal line only,"a. 单方面的, 单边的, 片面的\n[医] 单侧的, 一侧的",,1,,ielts gre,12705,9366,,,
union,'ju:njәn,n. an organization of employees formed to bargain with the employer\nn. the United States (especially the northern states during the American Civil War)\nn. the state of being joined or united or linked\nn. healing process involving the growing together of the edges of a wound or the growing together of broken bones,"n. 联盟, 联合, 结合, 工会\n[化] 联合; 联管节; 活接头",,5,1,gk cet4 cet6 ky toefl ielts,467,1658,s:unions,,
